"name","type","dia_chi_cha"
"xã Nghĩa Đô","1","Huyện Bảo Yên"
"xã Tân Dương","1","Huyện Bảo Yên"
"xã Tân Tiến","1","Huyện Bảo Yên"
"xã Thượng Hà","1","Huyện Bảo Yên"
"xã Việt Tiến","1","Huyện Bảo Yên"
"xã Vĩnh Yên","1","Huyện Bảo Yên"
"xã Xuân Hòa","1","Huyện Bảo Yên"
"xã Xuân Thượng","1","Huyện Bảo Yên"
"xã Yên Sơn","1","Huyện Bảo Yên"
"xã Bản Mế","1","Huyện Si Ma Cai"
"xã Cán Cấu","1","Huyện Si Ma Cai"
"xã Cán Hồ","1","Huyện Si Ma Cai"
"xã Lử Thẩn","1","Huyện Si Ma Cai"
"xã Lùng Sui","1","Huyện Si Ma Cai"
"xã Mản Thẩn","1","Huyện Si Ma Cai"
"xã Nàn Sán","1","Huyện Si Ma Cai"
"xã Nàn Xín","1","Huyện Si Ma Cai"
"xã Quan Thần Sán","1","Huyện Si Ma Cai"
"xã Sán Chải","1","Huyện Si Ma Cai"
"xã Si Ma Cai","1","Huyện Si Ma Cai"
"xã Sín Chéng","1","Huyện Si Ma Cai"
"xã Thào Chư Phìn","1","Huyện Si Ma Cai"
"xã Chiến Thắng","1","Huyện Bắc Sơn"
"Thị trấn Mường Xén","1","Huyện Kỳ Sơn"
"xã Mỹ Lý","1","Huyện Kỳ Sơn"
"xã Bắc Lý","1","Huyện Kỳ Sơn"
"xã Keng Đu","1","Huyện Kỳ Sơn"
"5","1","Huyện Kỳ Sơn"
"xã Chiêu Vũ","1","Huyện Bắc Sơn"
"xã Đọoc Mạy","1","Huyện Kỳ Sơn"
"xã Huồi Tụ","1","Huyện Kỳ Sơn"
"xã Đồng Ý","1","Huyện Bắc Sơn"
"xã Mường Lống","1","Huyện Kỳ Sơn"
"xã Na Loi","1","Huyện Kỳ Sơn"
"xã Nậm Cắn","1","Huyện Kỳ Sơn"
"xã Bảo Nam","1","Huyện Kỳ Sơn"
"xã Hữu Vĩnh","1","Huyện Bắc Sơn"
"xã Hưng Vũ","1","Huyện Bắc Sơn"
"xã Long Đống","1","Huyện Bắc Sơn"
"xã Nhất Tiến","1","Huyện Bắc Sơn"
"xã Nhất Hòa","1","Huyện Bắc Sơn"
"xã Quỳnh Sơn","1","Huyện Bắc Sơn"
"xã Bảo Thắng","1","Huyện Kỳ Sơn"
"xã Phá Đánh","1","Huyện Kỳ Sơn"
"xã Hữu Lập","1","Huyện Kỳ Sơn"
"xã Tân Hương","1","Huyện Bắc Sơn"
"xã Hữu Kiệm","1","Huyện Kỳ Sơn"
"xã Tà Cạ","1","Huyện Kỳ Sơn"
"xã Mường Típ","1","Huyện Kỳ Sơn"
"xã Tân Lập","1","Huyện Bắc Sơn"
"xã Mường Ải","1","Huyện Kỳ Sơn"
"xã Chiêu Lưu","1","Huyện Kỳ Sơn"
"xã Nậm Càn","1","Huyện Kỳ Sơn"
"xã Na Ngoi","1","Huyện Kỳ Sơn"
"xã Tân Thành","1","Huyện Bắc Sơn"
"xã Tây Sơn","1","Huyện Kỳ Sơn"
"xã Tân Tri","1","Huyện Bắc Sơn"
"xã Trấn Yên","1","Huyện Bắc Sơn"
"xã Vạn Thủy","1","Huyện Bắc Sơn"
"xã Vũ Lăng","1","Huyện Bắc Sơn"
"xã Vũ Lễ","1","Huyện Bắc Sơn"
"xã Vũ Sơn","1","Huyện Bắc Sơn"
"thị trấn Bình Gia","1","Huyện Bình Gia"
"xã Bình La","1","Huyện Bình Gia"
"xã Hoa Thám","1","Huyện Bình Gia"
"xã Hòa Bình","1","Huyện Bình Gia"
"xã Hoàng Văn Thụ","1","Huyện Bình Gia"
"xã Hồng Phong","1","Huyện Bình Gia"
"xã Hồng Thái","1","Huyện Bình Gia"
"xã Hưng Đạo","1","Huyện Bình Gia"
"xã Minh Khai","1","Huyện Bình Gia"
"xã Mông Ân","1","Huyện Bình Gia"
"xã Quang Trung","1","Huyện Bình Gia"
"xã Quý Hòa","1","Huyện Bình Gia"
"xã Tân Hòa","1","Huyện Bình Gia"
"xã Tân Văn","1","Huyện Bình Gia"
"xã Tô Hiệu","1","Huyện Bình Gia"
"xã Thiện Hòa","1","Huyện Bình Gia"
"xã Thiện Long","1","Huyện Bình Gia"
"xã Thiện Thuật","1","Huyện Bình Gia"
"xã Vĩnh Yên","1","Huyện Bình Gia"
"xã Yên Lỗ","1","Huyện Bình Gia"
"thị trấn Thất Khê","1","Huyện Tràng Định"
"bỏ -xã Bắc Ái","1","Huyện Tràng Định"
"xã Cao Minh","1","Huyện Tràng Định"
"xã Chi Lăng","1","Huyện Tràng Định"
"xã Chí Minh","1","Huyện Tràng Định"
"xã Đào Viên","1","Huyện Tràng Định"
"xã Đại Đồng","1","Huyện Tràng Định"
"xã Đề Thám","1","Huyện Tràng Định"
"xã Đoàn Kết","1","Huyện Tràng Định"
"xã Đội Cấn","1","Huyện Tràng Định"
"xã Hùng Sơn","1","Huyện Tràng Định"
"xã Hùng Việt","1","Huyện Tràng Định"
"xã Khánh Long","1","Huyện Tràng Định"
"xã Kháng Chiến","1","Huyện Tràng Định"
"xã Kim Đồng","1","Huyện Tràng Định"
"xã Quốc Khánh","1","Huyện Tràng Định"
"xã Quốc Việt","1","Huyện Tràng Định"
"xã Tân Minh","1","Huyện Tràng Định"
"xã Tân Tiến","1","Huyện Tràng Định"
"xã Tân Yên","1","Huyện Tràng Định"
"xã Tri Phương","1","Huyện Tràng Định"
"xã Trung Thành","1","Huyện Tràng Định"
"xã Vĩnh Tiến","1","Huyện Tràng Định"
"thị trấn Na Sầm","1","Huyện Văn Lãng"
"xã An Hùng","1","Huyện Văn Lãng"
"xã Bắc La","1","Huyện Văn Lãng"
"xã Gia Miễn","1","Huyện Văn Lãng"
"xã Hoàng Văn Thụ","1","Huyện Văn Lãng"
"xã Hoàng Việt","1","Huyện Văn Lãng"
"xã Hội Hoan","1","Huyện Văn Lãng"
"xã Hồng Thái","1","Huyện Văn Lãng"
"xã Nam La","1","Huyện Văn Lãng"
"xã Nhạc Kỳ","1","Huyện Văn Lãng"
"xã Tân Lang","1","Huyện Văn Lãng"
"xã Tân Mỹ","1","Huyện Văn Lãng"
"xã Tân Tác","1","Huyện Văn Lãng"
"xã Tân Thanh","1","Huyện Văn Lãng"
"xã Tân Việt","1","Huyện Văn Lãng"
"xã Thanh Long","1","Huyện Văn Lãng"
"xã Thành Hòa","1","Huyện Văn Lãng"
"xã Trùng Khánh","1","Huyện Văn Lãng"
"xã Trùng Quán","1","Huyện Văn Lãng"
"xã Thụy Hùng","1","Huyện Văn Lãng"
"thị trấn Văn Quan","1","Huyện Văn Quan"
"xã Bình Phúc","1","Huyện Văn Quan"
"xã Chu Túc","1","Huyện Văn Quan"
"xã Đại An","1","Huyện Văn Quan"
"xã Đồng Giáp","1","Huyện Văn Quan"
"xã Hòa Bình","1","Huyện Văn Quan"
"xã Hữu Lễ","1","Huyện Văn Quan"
"xã Khánh Khê","1","Huyện Văn Quan"
"xã Lương Năng","1","Huyện Văn Quan"
"xã Phú Mỹ","1","Huyện Văn Quan"
"xã Song Giang","1","Huyện Văn Quan"
"xã Tân Đoàn","1","Huyện Văn Quan"
"xã Tràng Các","1","Huyện Văn Quan"
"xã Tràng Phái","1","Huyện Văn Quan"
"xã Tràng Sơn","1","Huyện Văn Quan"
"bỏ - xã Trấn Ninh","1","Huyện Văn Quan"
"xã Tri Lễ","1","Huyện Văn Quan"
"xã Tú Xuyên","1","Huyện Văn Quan"
"xã Văn An","1","Huyện Văn Quan"
"bỏ- xã Vân Mộng","1","Huyện Văn Quan"
"bỏ-xã Việt Yên","1","Huyện Văn Quan"
"bỏ- xã Vĩnh Lại","1","Huyện Văn Quan"
"xã Xuân Mai","1","Huyện Văn Quan"
"xã Yên Phúc","1","Huyện Văn Quan"
"thị trấn Mường Chà","1","Huyện Mường Chà"
"xã Huổi Lèng","1","Huyện Mường Chà"
"xã Huổi Mí","1","Huyện Mường Chà"
"xã Hừa Ngài","1","Huyện Mường Chà"
"xã Ma Thì Hồ","1","Huyện Mường Chà"
"xã Mường Mươn","1","Huyện Mường Chà"
"xã Mường Tùng","1","Huyện Mường Chà"
"xã Nậm Nèn","1","Huyện Mường Chà"
"xã Na Sang","1","Huyện Mường Chà"
"xã Pa Ham","1","Huyện Mường Chà"
"xã Sa Lông","1","Huyện Mường Chà"
"xã Sá Tổng","1","Huyện Mường Chà"
"xã Chung Chải","1","Huyện Mường Nhé"
"xã Huổi Lếch","1","Huyện Mường Nhé"
"xã Leng Su Sìn","1","Huyện Mường Nhé"
"xã Mường Nhé","1","Huyện Mường Nhé"
"xã Mường Toong","1","Huyện Mường Nhé"
"xã Nậm Kè","1","Huyện Mường Nhé"
"xã Nậm Vì","1","Huyện Mường Nhé"
"xã Pá Mỳ","1","Huyện Mường Nhé"
"xã Quảng Lâm","1","Huyện Mường Nhé"
"xã Sen Thượng","1","Huyện Mường Nhé"
"xã Sín Thầu","1","Huyện Mường Nhé"
"Thị trấn Tủa Chùa","1","Huyện Tủa Chùa"
"xã Huổi Só","1","Huyện Tủa Chùa"
"xã Lao Xả Phình","1","Huyện Tủa Chùa"
"xã Mường Báng","1","Huyện Tủa Chùa"
"xã Mường Đun","1","Huyện Tủa Chùa"
"xã Sáng Nhè","1","Huyện Tủa Chùa"
"xã Sính Phình","1","Huyện Tủa Chùa"
"xã Tả Phìn","1","Huyện Tủa Chùa"
"xã Tả Sìn Thàng","1","Huyện Tủa Chùa"
"xã Trung Thu","1","Huyện Tủa Chùa"
"xã Tủa Thàng","1","Huyện Tủa Chùa"
"xã Xín Chải","1","Huyện Tủa Chùa"
"phường Sông Đà","1","Thị xã Mường Lay"
"phường Na Lay","1","Thị xã Mường Lay"
"xã Lay Nưa","1","Thị xã Mường Lay"
"xã Chà Cang","1","Huyện Nậm Pồ"
"xã Chà Nưa","1","Huyện Nậm Pồ"
"xã Chà Tở","1","Huyện Nậm Pồ"
"xã Na Cô Sa","1","Huyện Nậm Pồ"
"xã Nà Bủng","1","Huyện Nậm Pồ"
"xã Nà Hỳ","1","Huyện Nậm Pồ"
"xã Nà Khoa","1","Huyện Nậm Pồ"
"xã Nậm Chua","1","Huyện Nậm Pồ"
"xã Nậm Khăn","1","Huyện Nậm Pồ"
"xã Nậm Nhừ","1","Huyện Nậm Pồ"
"xã Nậm Tin","1","Huyện Nậm Pồ"
"xã Pa Tần","1","Huyện Nậm Pồ"
"xã Phìn Hồ","1","Huyện Nậm Pồ"
"xã Si Pa Phìn","1","Huyện Nậm Pồ"
"xã Vàng Đán","1","Huyện Nậm Pồ"
"Thị trấn Anh Sơn ","1","Huyện Anh Sơn"
"xã Châu Bính ","1","Huyện Quỳ Châu"
"Thị trấn Tân Lạc ","1","Huyện Quỳ Châu"
"xã Thanh Tiên","1","Huyện Thanh Chương"
"sai TT","1","Huyện Thanh Chương"
"xã Cao Ngọc","1","Huyện Ngọc Lặc"
"xã Cao Thịnh","1","Huyện Ngọc Lặc"
"xã Đồng Thịnh","1","Huyện Ngọc Lặc"
"xã Kiên Thọ","1","Huyện Ngọc Lặc"
"xã Minh Sơn","1","Huyện Ngọc Lặc"
"xã Minh Tiến","1","Huyện Ngọc Lặc"
"xã Mỹ Tân","1","Huyện Ngọc Lặc"
"xã Ngọc Khê","1","Huyện Ngọc Lặc"
"Thị Trấn Ngọc Lặc","1","Huyện Ngọc Lặc"
"xã Ngọc Liên","1","Huyện Ngọc Lặc"
"xã Ngọc Sơn","1","Huyện Ngọc Lặc"
"xã Ngọc Trung","1","Huyện Ngọc Lặc"
"xã Nguyệt Ấn","1","Huyện Ngọc Lặc"
"xã Phúc Thịnh","1","Huyện Ngọc Lặc"
"xã Phùng Giáo","1","Huyện Ngọc Lặc"
"xã Phùng Minh","1","Huyện Ngọc Lặc"
"xã Quang Trung","1","Huyện Ngọc Lặc"
"xã Thạch Lập","1","Huyện Ngọc Lặc"
"1","1","Huyện Ngọc Lặc"
"xã Thúy Sơn","1","Huyện Ngọc Lặc"
"Vân Âm","1","Huyện Ngọc Lặc"
"xã Điền Hạ","1","Huyện Bá Thước"
"xã Điền Lư","1","Huyện Bá Thước"
"xã Điền Quang","1","Huyện Bá Thước"
"xã Điền Thượng","1","Huyện Bá Thước"
"xã Điền Trung","1","Huyện Bá Thước"
"xã Hạ Trung","1","Huyện Bá Thước"
"xã Kỳ Tân","1","Huyện Bá Thước"
"xã Lâm Sa","1","Huyện Bá Thước"
"xã Lũng Cao","1","Huyện Bá Thước"
"xã Lũng Niêm","1","Huyện Bá Thước"
"xã Lượng Ngoại","1","Huyện Bá Thước"
"xã Lương Nội","1","Huyện Bá Thước"
"xã Lương Trung","1","Huyện Bá Thước"
"xã Tân Lập","1","Huyện Bá Thước"
"xã Thành Lâm","1","Huyện Bá Thước"
"xã Thành Sơn","1","Huyện Bá Thước"
"xã Thiết Kế","1","Huyện Bá Thước"
"xã Thiết Ống","1","Huyện Bá Thước"
"xã Văn Nho","1","Huyện Bá Thước"
"Thị trấn Cành Nàng","1","Huyện Bá Thước"
"xã Phước Ninh","1","Huyện Nông Sơn"
"xã Quế Lâm","1","Huyện Nông Sơn"
"xã Quế Lộc","1","Huyện Nông Sơn"
"xã Quế Ninh","1","Huyện Nông Sơn"
"xã Quế Phước","1","Huyện Nông Sơn"
"xã Quế Trung","1","Huyện Nông Sơn"
"xã Sơn Viên","1","Huyện Nông Sơn"
"Thị trấn Ái Nghĩa","1","Huyện Đại Lộc"
"xã Đại Sơn ","1","Huyện Đại Lộc"
"xã Đại Lãnh ","1","Huyện Đại Lộc"
"xã Đại Hưng ","1","Huyện Đại Lộc"
"xã Đại Đồng","1","Huyện Đại Lộc"
"xã Đại Hồng ","1","Huyện Đại Lộc"
"xã Đại Quang","1","Huyện Đại Lộc"
"xã Đại Nghĩa","1","Huyện Đại Lộc"
"xã Đại Hiệp ","1","Huyện Đại Lộc"
"xã Đại Thạnh","1","Huyện Đại Lộc"
"xã Đại Chánh","1","Huyện Đại Lộc"
"xã Đại Tân ","1","Huyện Đại Lộc"
"xã Đại Phong","1","Huyện Đại Lộc"
"xã Đại Minh","1","Huyện Đại Lộc"
"xã Đại Thắng","1","Huyện Đại Lộc"
"xã Đại Cường","1","Huyện Đại Lộc"
"xã Đại An ","1","Huyện Đại Lộc"
"xã Đại Hoà ","1","Huyện Đại Lộc"
"xã Trà Cang","1","Huyện Nam Trà My"
"xã Trà Leng","1","Huyện Nam Trà My"
"xã Trà Vân","1","Huyện Nam Trà My"
"xã Trà Dơn","1","Huyện Nam Trà My"
"xã Trà Mai","1","Huyện Nam Trà My"
"xã Trà Nam","1","Huyện Nam Trà My"
"xã Trà Tập","1","Huyện Nam Trà My"
"xã Trà Don","1","Huyện Nam Trà My"
"xã Trà Linh","1","Huyện Nam Trà My"
"xã Trà Vinh","1","Huyện Nam Trà My"
"Thị trấn Tân An","1","Huyện Hiệp Đức"
"xã Bình Lâm","1","Huyện Hiệp Đức"
"xã Bình Sơn","1","Huyện Hiệp Đức"
"xã Hiệp Hòa","1","Huyện Hiệp Đức"
"xã Hiệp Thuận","1","Huyện Hiệp Đức"
"xã Phước Gia","1","Huyện Hiệp Đức"
"xã Phước Trà","1","Huyện Hiệp Đức"
"xã Quế Lưu","1","Huyện Hiệp Đức"
"xã Quế Thọ","1","Huyện Hiệp Đức"
"xã Sông Trà","1","Huyện Hiệp Đức"
"xã Thăng Phước","1","Huyện Hiệp Đức"
"xã Tông Lạnh","1","Huyện Thuận Châu"
"xã Hoa Lư","1","Huyện Đông Hưng"
"xã Đồng Lương","1","Huyện Lang Chánh"
"xã Giao An","1","Huyện Lang Chánh"
"xã Giao Thiện","1","Huyện Lang Chánh"
"xã Lâm Phú","1","Huyện Lang Chánh"
"xã Quang Hiến","1","Huyện Lang Chánh"
"Thị trấn Lang Chánh","1","Huyện Lang Chánh"
"xã Tam Văn","1","Huyện Lang Chánh"
"xã Tân Phúc","1","Huyện Lang Chánh"
"xã Trí Nang","1","Huyện Lang Chánh"
"xã Yên Khương","1","Huyện Lang Chánh"
"xã Yến Thắng","1","Huyện Lang Chánh"
"Thị trấn Mường Lát","1","Huyện Mường Lát"
"xã Mường Chanh","1","Huyện Mường Lát"
"xã Nhi Sơn","1","Huyện Mường Lát"
"xã Pù Nhi","1","Huyện Mường Lát"
"xã Quang Chiểu","1","Huyện Mường Lát"
"xã Tam Chung","1","Huyện Mường Lát"
"xã Tén Tằn","1","Huyện Mường Lát"
"xã Trung Lý","1","Huyện Mường Lát"
"xã Mường Lý","1","Huyện Mường Lát"
"Thị trấn Quan Hóa","1","Huyện Quan Hóa"
"xã Hiền Chung","1","Huyện Quan Hóa"
"xã Hiền Kiệt","1","Huyện Quan Hóa"
"xã Hồi Xuân","1","Huyện Quan Hóa"
"xã Nam Động","1","Huyện Quan Hóa"
"xã Nam Tiến","1","Huyện Quan Hóa"
"xã Nam Xuân","1","Huyện Quan Hóa"
"xã Phú Lệ","1","Huyện Quan Hóa"
"xã Phú Nghiêm","1","Huyện Quan Hóa"
"xã Phú Sơn","1","Huyện Quan Hóa"
"xã Phú Than","1","Huyện Quan Hóa"
"xã Phú Xuân","1","Huyện Quan Hóa"
"xã Thanh Xuân","1","Huyện Quan Hóa"
"xã Thành Sơn","1","Huyện Quan Hóa"
"xã Thiên Phủ","1","Huyện Quan Hóa"
"xã Trung Sơn","1","Huyện Quan Hóa"
"xã Trung Thành","1","Huyện Quan Hóa"
"xã Xuân Phú","1","Huyện Quan Hóa"
"Thị trấn Quan Sơn","1","Huyện Quan Sơn"
"xã Mường Mìn","1","Huyện Quan Sơn"
"xã Na Mèo","1","Huyện Quan Sơn"
"xã Sơn Điện","1","Huyện Quan Sơn"
"xã Sơn Hà","1","Huyện Quan Sơn"
"xã Sơn Lư","1","Huyện Quan Sơn"
"xã Sơn Thủy","1","Huyện Quan Sơn"
"xã Tam Lư","1","Huyện Quan Sơn"
"xã Tam Thanh","1","Huyện Quan Sơn"
"xã Trung Thượng","1","Huyện Quan Sơn"
"xã Trung Hạ","1","Huyện Quan Sơn"
"xã Trung Tiến","1","Huyện Quan Sơn"
"xã Trung Xuân","1","Huyện Quan Sơn"
"bỏ-xã Thái Tân","1","Huyện Thái Thụy"
"bỏ-xã Thái Hưng","1","Huyện Thái Thụy"
"bỏ-xã Thụy Quỳnh","1","Huyện Thái Thụy"
"xã Thụy Hải","1","Huyện Thái Thụy"
"xã Thụy Thanh","1","Huyện Thái Thụy"
"xã Thái Dương ","1","Huyện Thái Thụy"
"xã Thụy Lương","1","Huyện Thái Thụy"
"xã Thái Đô","1","Huyện Thái Thụy"
"xã Tây Giang","1","Huyện Tiền Hải"
"xã Tây Tiến","1","Huyện Tiền Hải"
"xã Nam Hưng","1","Huyện Tiền Hải"
"Xã Đông Xuân","1","Huyện Đông Hưng"
"xã Đông Hoàng","1","Huyện Đông Hưng"
"xã Đông Quang","1","Huyện Đông Hưng"
"xã Đông Vinh","1","Huyện Đông Hưng"
"xã Đông Phong","1","Huyện Đông Hưng"
"xã Trọng Quan","1","Huyện Đông Hưng"
"Xã Phú Châu","1","Huyện Đông Hưng"
"xã Đông Sơn","1","Huyện Đông Hưng"
"Xã Minh Châu","1","Huyện Đông Hưng"
"Xã Đồng Phú","1","Huyện Đông Hưng"
"Xã Đông Tân","1","Huyện Đông Hưng"
"Xã Nguyên Xá","1","Huyện Đông Hưng"
"xã Hoa Nam","1","Huyện Đông Hưng"
"Đông Lĩnh","1","Huyện Đông Hưng"
"xã Ba Giang","1","Huyện Ba Tơ"
"Xã Phong Châu","1","Huyện Đông Hưng"
"Xã Đông Xá","1","Huyện Đông Hưng"
"xã Đông Kinh","1","Huyện Đông Hưng"
"Xã Liên Giang","1","Huyện Đông Hưng"
"xã Phú Lương","1","Huyện Đông Hưng"
"Xã Hồng Giang","1","Huyện Đông Hưng"
"Xã Hồng Châu","1","Huyện Đông Hưng"
"Xã Hồng Châu","1","Huyện Đông Hưng"
"xã Thăng Long","1","Huyện Đông Hưng"
"xã Đông Phương","1","Huyện Đông Hưng"
"Xã Lô Giang","1","Huyện Đông Hưng"
"xã Lô Giang","1","Huyện Đông Hưng"
"Xã Mê Linh","1","Huyện Đông Hưng"
"Xã Hợp Tiến","1","Huyện Đông Hưng"
"Xã Minh Tân","1","Huyện Đông Hưng"
"xã Hồng Việt","1","Huyện Đông Hưng"
"xã Vũ Quý","1","Huyện Kiến Xương"
"xã Vũ Trung","1","Huyện Kiến Xương"
"Xã Vũ An","1","Huyện Kiến Xương"
"bỏ-Xã Vũ Trung","1","Huyện Kiến Xương"
"xã Vũ Sơn","1","Huyện Kiến Xương"
"Xã Vũ Lễ","1","Huyện Kiến Xương"
"Xã Quang Bình ","1","Huyện Kiến Xương"
"Xã Thanh Tân","1","Huyện Kiến Xương"
"Xã Vũ Tây","1","Huyện Kiến Xương"
"Xã Thượng Hiền","1","Huyện Kiến Xương"
"Xã Vũ Thắng","1","Huyện Kiến Xương"
"Xã Quang Lịch","1","Huyện Kiến Xương"
"Xã Vũ Bình","1","Huyện Kiến Xương"
"Xã Vũ Hòa","1","Huyện Kiến Xương"
"Xã Đình Phùng","1","Huyện Kiến Xương"
"Xã Hòa Bình","1","Huyện Kiến Xương"
"xã Vũ Công","1","Huyện Kiến Xương"
"xã Quyết Tiến","1","Huyện Kiến Xương"
"xã Quốc Tuấn","1","Huyện Kiến Xương"
"xã QUang Minh","1","Huyện Kiến Xương"
"xã Nam Cao","1","Huyện Kiến Xương"
"bỏ-Xã Thượng Hiền","1","Huyện Kiến Xương"
"xã Lê Lợi","1","Huyện Kiến Xương"
"xã Quang Trung","1","Huyện Kiến Xương"
"Xã Hồng Thái","1","Huyện Kiến Xương"
"Xã Trà Giang","1","Huyện Kiến Xương"
"bỏ-xã Minh Hưng","1","Huyện Kiến Xương"
"xã Minh Hưng","1","Huyện Kiến Xương"
"Xã Quang Hưng","1","Huyện Kiến Xương"
"Xã Nam Bình","1","Huyện Kiến Xương"
"xã Bình Định ","1","Huyện Kiến Xương"
"xã Minh Tân","1","Huyện Kiến Xương"
"bỏ-xã Bình Thanh","1","Huyện Kiến Xương"
"Xã Hồng Tiến","1","Huyện Kiến Xương"
"Xã Giao Long","1","Huyện Châu Thành"
"xã Sơn Trường","1","Huyện Hương Sơn"
"xã Hà Linh","1","Huyện Hương Khê"
"xã Phúc Đồng","1","Huyện Hương Khê"
"xã Phương Mỹ","1","Huyện Hương Khê"
"xã Phương Điền","1","Huyện Hương Khê"
"xã Hòa Hải","1","Huyện Hương Khê"
"xã Hương Bình","1","Huyện Hương Khê"
"xã Hương Giang","1","Huyện Hương Khê"
"xã Hương Thủy","1","Huyện Hương Khê"
"xã Gia Phố","1","Huyện Hương Khê"
"xã Hương Long","1","Huyện Hương Khê"
"xã Phú Gia","1","Huyện Hương Khê"
"xã Hương Vĩnh","1","Huyện Hương Khê"
"xã Hương Xuân","1","Huyện Hương Khê"
"Thị trấn Hương Khê","1","Huyện Hương Khê"
"xã Phú Phong","1","Huyện Hương Khê"
"xã Lộc Yên","1","Huyện Hương Khê"
"xã Hương Đô","1","Huyện Hương Khê"
"xã Phúc Trạch","1","Huyện Hương Khê"
"xã Hương Lâm","1","Huyện Hương Khê"
"xã Hương Liên","1","Huyện Hương Khê"
"xã Hương Trạch","1","Huyện Hương Khê"
"xã Hương Trà","1","Huyện Hương Khê"
"xã Đức Lập","1","Huyện Đức Thọ"
"Xã Xuân Tô","1","Huyện Tịnh Biên"
"Bỏ_[Layhanghcm] 36 Bis Ba Vì Phường 4 - Q.Tân Bình","1","Quận Tân Bình"
"Thị trấn Trà Xuân ","1","Huyện Trà Bồng"
"xã Trà Phú ","1","Huyện Trà Bồng"
"xã Trà Bình","1","Huyện Trà Bồng"
"xã Trà Giang","1","Huyện Trà Bồng"
"xã Trà Thuỷ ","1","Huyện Trà Bồng"
"xã Trà Hiệp","1","Huyện Trà Bồng"
"Xã Trà Tân","1","Huyện Trà Bồng"
"xã Trà Bùi","1","Huyện Trà Bồng"
"xã Trà Sơn","1","Huyện Trà Bồng"
"xã Trà Lâm","1","Huyện Trà Bồng"
"thị trấn Mường Tè","1","Huyện Mường Tè"
"xã Bum Nưa","1","Huyện Mường Tè"
"xã Bum Tở","1","Huyện Mường Tè"
"xã Kan Hồ","1","Huyện Mường Tè"
"xã Ka Lăng","1","Huyện Mường Tè"
"xã Mù Cả","1","Huyện Mường Tè"
"xã Mường Tè","1","Huyện Mường Tè"
"xã Nậm Khao","1","Huyện Mường Tè"
"xã Pa Ủ","1","Huyện Mường Tè"
"xã Pa Vệ Sử","1","Huyện Mường Tè"
"xã Tá Bạ","1","Huyện Mường Tè"
"xã Tà Tổng","1","Huyện Mường Tè"
"xã Thu Lũm","1","Huyện Mường Tè"
"xã Vàng San","1","Huyện Mường Tè"
"Thị trấn Nậm Nhùn","1","Nậm Nhùn"
"xã Hua Bum","1","Nậm Nhùn"
"xã Lê Lợi","1","Nậm Nhùn"
"xã Mường Mô","1","Nậm Nhùn"
"xã Nậm Ban","1","Nậm Nhùn"
"xã Nậm Chà","1","Nậm Nhùn"
"xã Nậm Hàng","1","Nậm Nhùn"
"xã Nậm Manh","1","Nậm Nhùn"
"xã Nậm Pì","1","Nậm Nhùn"
"xã Pú Đao","1","Nậm Nhùn"
"xã Trung Chải","1","Nậm Nhùn"
"bỏ-xã Nậm Kè","1","Huyện Mường Nhé"
"Thị trấn Thạnh Mỹ","1","Huyện Nam Giang"
"xã Cà Dy","1","Huyện Nam Giang"
"xã Tà Bhing","1","Huyện Nam Giang"
"xã Chà Vàl","1","Huyện Nam Giang"
"xã La Dêê","1","Huyện Nam Giang"
"xã La Êê","1","Huyện Nam Giang"
"xã Đắc Pree","1","Huyện Nam Giang"
"xã Đắc Pring","1","Huyện Nam Giang"
"xã Chơ chun","1","Huyện Nam Giang"
"xã Đắc Tôi","1","Huyện Nam Giang"
"xã Tà Pơơ","1","Huyện Nam Giang"
"xã ZuôiH","1","Huyện Nam Giang"
"xã Cà Dăng","1","Huyện Đông Giang"
"xã Tư","1","Huyện Đông Giang"
"xã Ba","1","Huyện Đông Giang"
"xã Sông Kôn","1","Huyện Đông Giang"
"xã Jơ Ngây","1","Huyện Đông Giang"
"xã ATing","1","Huyện Đông Giang"
"xã Tà Lu","1","Huyện Đông Giang"
"xã Mà Cooih","1","Huyện Đông Giang"
"xã Zà Hung","1","Huyện Đông Giang"
"xã ARooi","1","Huyện Đông Giang"
"Thị trấn Prao","1","Huyện Đông Giang"
"Thị trấn Cô Tô","1","Huyện Cô Tô"
"Xã Đồng Tiến","1","Huyện Cô Tô"
"xã Thanh Lân","1","Huyện Cô Tô"
"Xã Châu Thới","1","Huyện Vĩnh Lợi"
"Thị trấn Bến Sung","1","Huyện Như Thanh"
"xã Cán Khê","1","Huyện Như Thanh"
"xã Xuân Du","1","Huyện Như Thanh"
"xã Xuân Thọ","1","Huyện Như Thanh"
"STT","1","Huyện Như Xuân"
"xã Hưng Tân","1","Huyện Hưng Nguyên"
"xã Mậu Lâm","1","Huyện Như Thanh"
"xã Xuân Khang","1","Huyện Như Thanh"
"xã Hưng Yên","1","Huyện Hưng Nguyên"
"bỏ-xã Xuân Khang","1","Huyện Như Thanh"
"xã Phú Nhuận","1","Huyện Như Thanh"
"xã Hải Long","1","Huyện Như Thanh"
"xã Hưng Trung","1","Huyện Hưng Nguyên"
"xã Hải Vân","1","Huyện Như Thanh"
"xã Hưng Khánh","1","Huyện Hưng Nguyên"
"xã Xuân Thái","1","Huyện Như Thanh"
"xã Xuân Phúc","1","Huyện Như Thanh"
"xã Yên Thọ","1","Huyện Như Thanh"
